actor_1_name,movie_title,genres,title_year,imdb_score,movie_facebook_likes
Sydney Pollack,Changing Lanes,Drama|Thriller,2002,6.5,0
Frank Welker,Anaconda,Action|Adventure|Horror|Thriller,1997,4.6,0
Adam Garcia,Coyote Ugly,Comedy|Drama|Music|Romance,2000,5.6,0
Colin Firth,Love Actually,Comedy|Drama|Romance,2003,7.7,52000
Kevin Spacey,A Bug's Life,Adventure|Animation|Comedy|Family|Fantasy,1998,7.2,0
Johnny Depp,From Hell,Horror|Mystery|Thriller,2001,6.8,0
Sylvester Stallone,The Specialist,Action|Crime|Drama|Romance|Thriller,1994,5.4,0
Don Johnson,Tin Cup,Comedy|Drama|Romance|Sport,1996,6.3,1000
Lucille Ball,"Yours, Mine and Ours",Comedy|Family,1968,7.2,0
Josh Hutcherson,Kicking & Screaming,Comedy|Family|Romance|Sport,2005,5.6,743
Zooey Deschanel,The Hitchhiker's Guide to the Galaxy,Adventure|Comedy|Sci-Fi,2005,6.8,10000
Dania Ramirez,Fat Albert,Comedy|Family|Fantasy|Romance,2004,4.3,531
Milla Jovovich,Resident Evil: Extinction,Action|Horror|Sci-Fi|Thriller,2007,6.3,0
Bella Thorne,Blended,Comedy|Romance,2014,6.5,12000
LL Cool J,Last Holiday,Adventure|Comedy|Drama,2006,6.4,0
Meryl Streep,The River Wild,Action|Adventure|Crime|Thriller,1994,6.3,0
Steve Coogan,The Indian in the Cupboard,Drama|Family|Fantasy,1995,5.9,0
Demián Bichir,Savages,Crime|Drama|Thriller,2012,6.5,28000
Richard Burgi,Cellular,Action|Crime|Thriller,2004,6.5,2000
Kevin McNally,Johnny English,Action|Adventure|Comedy,2003,6.1,2000
Nicolas Cage,The Ant Bully,Adventure|Animation|Comedy|Family|Fantasy,2006,5.9,593
Virginia Madsen,Dune,Action|Adventure|Sci-Fi,1984,6.6,11000
Jim Sturgess,Across the Universe,Drama|Fantasy|Musical|Romance,2007,7.4,14000
Leonardo DiCaprio,Revolutionary Road,Drama|Romance,2008,7.3,0
Bruce Willis,16 Blocks,Action|Crime|Drama|Thriller,2006,6.6,0
Vin Diesel,Babylon A.D.,Action|Adventure|Sci-Fi|Thriller,2008,5.6,0
Alexa PenaVega,The Glimmer Man,Action|Comedy|Crime|Drama|Thriller,1996,5.3,451
John de Lancie,Multiplicity,Comedy|Romance|Sci-Fi,1996,6,0
Malese Jow,Aliens in the Attic,Adventure|Comedy|Family|Fantasy|Sci-Fi,2009,5.4,916
Costas Mandylor,The Pledge,Crime|Drama|Mystery|Thriller,2001,6.8,0
Jon Lovitz,The Producers,Comedy|Musical,2005,6.4,0
Wood Harris,Dredd,Action|Sci-Fi,2012,7.1,46000
Cary-Hiroyuki Tagawa,The Phantom,Action|Adventure|Comedy|Fantasy,1996,4.9,0
Matt Damon,All the Pretty Horses,Drama|Romance|Western,2000,5.8,652
Anthony Hopkins,Nixon,Biography|Drama|History,1995,7.1,915
Jim Belushi,The Ghost Writer,Mystery|Thriller,2010,7.2,15000
Djimon Hounsou,Deep Rising,Action|Adventure|Horror|Sci-Fi,1998,6,0
Joseph Gordon-Levitt,Miracle at St. Anna,Action|Crime|Drama|Thriller|War,2008,6,0
Li Gong,Curse of the Golden Flower,Drama|Romance,2006,7,0
Nicolas Cage,Bangkok Dangerous,Action|Crime|Thriller,2008,5.4,0
Zooey Deschanel,Big Trouble,Comedy|Crime|Thriller,2002,6.5,892
Marcela Mar,Love in the Time of Cholera,Drama|Romance,2007,6.4,0
Pierre Perrier,The Returned            ,Drama|Fantasy|Horror|Mystery,,8.3,17000
Sam Waterston,Shadow Conspiracy,Action|Thriller,1997,4.9,68
Daniel Kaluuya,Johnny English Reborn,Action|Adventure|Comedy|Crime,2011,6.3,17000
Jerry Stiller,Foodfight!,Action|Animation|Comedy|Family|Fantasy,2012,1.7,0
Clea DuVall,Argo,Biography|Drama|History|Thriller,2012,7.7,89000
Harrison Ford,The Fugitive,Action|Adventure|Crime|Drama|Mystery|Thriller,1993,7.8,0
Gerard Butler,The Bounty Hunter,Action|Comedy|Romance,2010,5.5,0
Robert De Niro,Sleepers,Crime|Drama|Thriller,1996,7.5,0
Sylvester Stallone,Rambo: First Blood Part II,Action|Adventure|Thriller|War,1985,6.4,0
Joseph Gordon-Levitt,The Juror,Drama|Thriller,1996,5.6,353
Mel Blanc,Pinocchio,Animation|Family|Fantasy|Musical,1940,7.5,0
Jeff Bridges,Heaven's Gate,Adventure|Drama|Western,1980,6.8,1000
Sophia Myles,Underworld: Evolution,Action|Adventure|Fantasy|Sci-Fi|Thriller,2006,6.8,0
Daniel Radcliffe,Victor Frankenstein,Drama|Horror|Sci-Fi|Thriller,2015,6,11000
F. Murray Abraham,Finding Forrester,Drama,2000,7.3,0
Steve Buscemi,28 Days,Comedy|Drama,2000,6,0
Morgan Freeman,Unleashed,Action|Crime|Drama|Thriller,2005,7,0
Judith Chapman,The Sweetest Thing,Comedy|Romance,2002,5.1,0
Tom Cruise,The Firm,Drama|Mystery|Thriller,1993,6.8,0
Augustus Prew,Charlie St. Cloud,Drama|Fantasy|Romance,2010,6.5,0
Jason Statham,The Mechanic,Action|Crime|Thriller,2011,6.6,16000
Channing Tatum,21 Jump Street,Action|Comedy|Crime,2012,7.2,39000
Julia Roberts,Notting Hill,Comedy|Drama|Romance,1999,7,11000
Imelda Staunton,Chicken Run,Adventure|Animation|Comedy|Drama|Family,2000,7,0
Philip Seymour Hoffman,Along Came Polly,Comedy|Romance,2004,5.9,0
John Witherspoon,Boomerang,Comedy|Drama|Romance,1992,5.4,0
Michael Rapaport,The Heat,Action|Comedy|Crime,2013,6.6,24000
Martin Landau,Cleopatra,Biography|Drama|History|Romance,1963,7,0
Salma Hayek,Here Comes the Boom,Action|Comedy|Sport,2012,6.5,17000
Morgan Freeman,High Crimes,Crime|Drama|Mystery|Thriller,2002,6.3,893
Jeff Bridges,The Mirror Has Two Faces,Comedy|Drama|Romance,1996,6.5,0
Debra Messing,The Mothman Prophecies,Drama|Horror|Mystery|Thriller,2002,6.5,0
Bono,Brüno,Comedy,2009,5.8,0
Robert Davi,Licence to Kill,Action|Adventure|Thriller,1989,6.6,0
Gary Oldman,Red Riding Hood,Fantasy|Horror|Mystery|Thriller,2011,5.4,20000
Robert De Niro,15 Minutes,Action|Crime|Drama|Thriller,2001,6.1,748
Bob Hoskins,Super Mario Bros.,Adventure|Comedy|Family|Fantasy|Sci-Fi,1993,4,0
Nicolas Cage,Lord of War,Crime|Drama|Thriller,2005,7.6,10000
Jet Li,Hero,Action|Adventure|History,2002,7.9,0
Fisher Stevens,One for the Money,Action|Comedy|Crime|Romance|Thriller,2012,5.3,19000
James Franco,The Interview,Comedy,2014,6.6,50000
Tony Cox,The Warrior's Way,Action|Fantasy|Western,2010,6.3,0
Tim Conway,McHale's Navy            ,Comedy|War,,7.5,455
Omar Sy,Micmacs,Action|Comedy|Crime,2009,7.2,0
Mekhi Phifer,8 Mile,Drama|Music,2002,7,0
Jamel Debbouze,Animal Kingdom: Let's go Ape,Adventure|Animation|Comedy|Family,2015,4.9,161
Heath Ledger,A Knight's Tale,Action|Adventure|Romance,2001,6.9,0
Julian Sands,The Medallion,Action|Comedy|Fantasy,2003,5.2,505
Bruce Willis,The Sixth Sense,Drama|Mystery|Thriller,1999,8.1,14000
Robert Clohessy,Man on a Ledge,Action|Crime|Thriller,2012,6.6,11000
Joel McHale,The Big Year,Comedy,2011,6.2,11000
Martin Kove,The Karate Kid,Action|Drama|Family|Sport,1984,7.2,0
Jennifer Lawrence,American Hustle,Crime|Drama,2013,7.3,63000
Ryan Reynolds,The Proposal,Comedy|Drama|Romance,2009,6.7,10000
Bruce Greenwood,Double Jeopardy,Crime|Mystery|Thriller,1999,6.4,0
Lea Thompson,Back to the Future Part II,Adventure|Comedy|Sci-Fi,1989,7.8,12000
Scarlett Johansson,Lucy,Action|Sci-Fi|Thriller,2014,6.4,83000
Jennifer Ehle,Fifty Shades of Grey,Drama|Romance,2015,4.1,101000
Sylvester Stallone,Spy Kids 3-D: Game Over,Action|Adventure|Comedy|Family|Sci-Fi,2003,4.1,681
Kevin Spacey,A Time to Kill,Crime|Drama|Thriller,1996,7.4,0
Tom Welling,Cheaper by the Dozen,Comedy|Family,2003,5.8,0
Jerry Ferrara,Lone Survivor,Action|Biography|Drama|Thriller|War,2013,7.6,58000
Tom Hanks,A League of Their Own,Comedy|Drama|Sport,1992,7.2,0
Javier Botet,The Conjuring 2,Horror|Mystery|Thriller,2016,7.8,40000
Andrew Garfield,The Social Network,Biography|Drama,2010,7.7,74000
Carmen Perez,He's Just Not That Into You,Comedy|Drama|Romance,2009,6.4,12000
Beau Mirchoff,Scary Movie 4,Comedy,2006,5.1,1000
Kelly Rutherford,Scream 3,Horror|Mystery,2000,5.5,0
Lea Thompson,Back to the Future Part III,Adventure|Comedy|Sci-Fi|Western,1990,7.4,0
Will Ferrell,Get Hard,Comedy|Crime,2015,6,14000
Keanu Reeves,Bram Stoker's Dracula,Fantasy|Horror|Romance,1992,7.5,14000
Meryl Streep,Julie & Julia,Biography|Drama|Romance,2009,7,13000
Harrison Ford,42,Biography|Drama|Sport,2013,7.5,28000
Philip Seymour Hoffman,The Talented Mr. Ripley,Crime|Drama|Thriller,1999,7.3,0
Bill Murray,Dumb and Dumber To,Comedy,2014,5.7,55000
Paul Walker,Eight Below,Adventure|Drama|Family,2006,7.3,11000
Robert De Niro,The Intern,Comedy|Drama,2015,7.2,54000
Olivia Munn,Ride Along 2,Action|Comedy,2016,5.9,0
Wes Studi,The Last of the Mohicans,Action|Adventure|Drama|Romance|War,1992,7.8,0
Bokeem Woodbine,Ray,Biography|Drama|Music,2004,7.7,0
Rosario Dawson,Sin City,Crime|Thriller,2005,8.1,13000
Dennis Quaid,Vantage Point,Crime|Drama|Mystery|Thriller,2008,6.6,0
J.K. Simmons,"I Love You, Man",Comedy|Romance,2009,7.1,0
Jason Alexander,Shallow Hal,Comedy|Drama|Fantasy|Romance,2001,5.9,0
Sally Kirkland,JFK,Drama|History|Thriller,1991,8,0
Chloë Grace Moretz,Big Momma's House 2,Comedy|Crime,2006,4.6,663
J.K. Simmons,The Mexican,Adventure|Comedy|Crime|Romance,2001,6.1,2000
Finn Wittrock,Unbroken,Biography|Drama|Sport|War,2014,7.2,35000
Matthew Perry,17 Again,Comedy|Drama|Family|Fantasy|Romance,2009,6.4,0
Don Johnson,The Other Woman,Comedy|Romance,2014,6,16000
Krista Allen,The Final Destination,Horror,2009,5.2,0
Tom Hanks,Bridge of Spies,Drama|History|Thriller,2015,7.6,55000
Joaquim de Almeida,Behind Enemy Lines,Action|Drama|Thriller|War,2001,6.4,0
Pink,Get Him to the Greek,Comedy|Music,2010,6.4,12000
Lisa Ann Walter,Shall We Dance,Comedy|Drama|Romance,2004,6.1,0
Kirsten Dunst,Small Soldiers,Action|Adventure|Comedy|Family|Sci-Fi,1998,6.1,0
Michael Jai White,Spawn,Action|Horror,1997,5.2,0
Henry Cavill,The Count of Monte Cristo,Action|Adventure|Drama|Romance|Thriller,2002,7.7,0
Matthew McConaughey,The Lincoln Lawyer,Crime|Drama|Thriller,2011,7.3,25000
Liam Neeson,Unknown,Action|Mystery|Thriller,2011,6.9,29000
Christian Bale,The Prestige,Drama|Mystery|Sci-Fi|Thriller,2006,8.5,49000
Kevin Spacey,Horrible Bosses 2,Comedy|Crime,2014,6.3,12000
Brendan Fraser,Escape from Planet Earth,Adventure|Animation|Comedy|Family|Sci-Fi,2013,5.9,0
Rudy Youngblood,Apocalypto,Action|Adventure|Drama|Thriller,2006,7.8,14000
Joe Don Baker,The Living Daylights,Action|Adventure|Thriller,1987,6.7,0
Topher Grace,Predators,Action|Adventure|Sci-Fi|Thriller,2010,6.4,17000
Brian Dennehy,Legal Eagles,Comedy|Crime|Romance,1986,5.9,263
Johnny Depp,Secret Window,Mystery|Thriller,2004,6.6,0
Keanu Reeves,The Lake House,Drama|Fantasy|Romance,2006,6.8,0
Gena Rowlands,The Skeleton Key,Horror|Mystery|Thriller,2005,6.5,0
Jennifer Garner,The Odd Life of Timothy Green,Comedy|Drama|Family|Fantasy,2012,6.6,11000
Busy Philipps,Made of Honor,Comedy|Romance,2008,5.8,3000
Johnny Cannizzaro,Jersey Boys,Biography|Drama|Music|Musical,2014,6.9,16000
Matt Damon,The Rainmaker,Crime|Drama|Thriller,1997,7.1,0
Robert Downey Jr.,Gothika,Horror|Mystery|Thriller,2003,5.8,0
Anthony Hopkins,Amistad,Drama|History,1997,7.2,0
Lorraine Bracco,Medicine Man,Adventure|Drama|Romance,1992,6,694
Sam Trammell,Aliens vs. Predator: Requiem,Action|Horror|Sci-Fi|Thriller,2007,4.7,0
Macaulay Culkin,Ri¢hie Ri¢h,Comedy|Family,1994,5.2,0
J.K. Simmons,Autumn in New York,Drama|Romance,2000,5.5,0
Brad Garrett,Music and Lyrics,Comedy|Music|Romance,2007,6.5,0
Bobby Lee,Paul,Adventure|Comedy|Sci-Fi,2011,7,42000
Miriam Margolyes,The Guilt Trip,Comedy|Drama,2012,5.8,0
Alison Brie,Scream 4,Horror|Mystery,2011,6.2,26000
Nicolas Cage,8MM,Mystery|Thriller,1999,6.5,0
Michael Wincott,The Doors,Biography|Drama|Music|Musical,1991,7.2,0
James Wilcox,Sex Tape,Comedy,2014,5.1,0
Adam Arkin,Hanging Up,Comedy|Drama,2000,4.7,390
Emma Bell,Final Destination 5,Horror,2011,5.9,20000
Jeanne Tripplehorn,Mickey Blue Eyes,Comedy|Crime|Romance,1999,5.8,445
Kevin Spacey,Pay It Forward,Drama,2000,7.2,16000
Jimmy Fallon,Fever Pitch,Comedy|Drama|Romance|Sport,2005,6.2,0
Bruce Dinsmore,Arthur            ,Animation|Comedy|Family,,7.4,301
Lisa Ann Walter,Drillbit Taylor,Comedy|Drama,2008,5.7,702
Liam Neeson,A Million Ways to Die in the West,Comedy|Western,2014,6.1,24000
Jonathan Winters,The Shadow,Action|Adventure|Crime|Fantasy|Mystery|Thriller,1994,6,0
Tom Hanks,Extremely Loud & Incredibly Close,Adventure|Drama|Mystery,2011,6.9,39000
Noah Bean,Morning Glory,Comedy|Drama|Romance,2010,6.5,0
50 Cent,Get Rich or Die Tryin',Biography|Crime|Drama|Music,2005,5,0
Michael Biehn,The Art of War,Action|Adventure|Crime|Thriller,2000,5.7,470
Rosario Dawson,Rent,Drama|Musical|Romance,2005,7,3000
Rufus Sewell,Bless the Child,Crime|Drama|Horror|Thriller,2000,5.1,394
Oliver Hudson,The Out-of-Towners,Comedy,1999,5.3,279
Marlon Brando,The Island of Dr. Moreau,Horror|Sci-Fi|Thriller,1996,4.4,0
Catherine Deneuve,The Musketeer,Action|Adventure|Romance,2001,4.7,299
Natalie Portman,The Other Boleyn Girl,Biography|Drama|History|Romance,2008,6.7,0
Keanu Reeves,Sweet November,Drama|Romance,2001,6.7,8000
Stephen Rea,The Reaping,Horror|Thriller,2007,5.7,0
Robert De Niro,Mean Streets,Crime|Drama|Romance|Thriller,1973,7.4,0
Ed Begley Jr.,Renaissance Man,Comedy|Drama,1994,6.1,680
Jordi Moll,Colombiana,Action|Crime|Drama|Thriller,2011,6.4,15000
Gary Oldman,The Magic Sword: Quest for Camelot,Adventure|Animation|Comedy|Drama|Family|Fantasy|Musical,1998,6.2,0
Robert De Niro,City by the Sea,Crime|Drama|Mystery|Thriller,2002,6.2,416
Mira Sorvino,At First Sight,Drama|Romance,1999,5.9,0
Dane Cook,Torque,Action|Comedy|Crime,2004,4,0
Al Pacino,City Hall,Drama|Thriller,1996,6.2,309
Bobbie Phillips,Showgirls,Drama,1995,4.6,0
Kirsten Dunst,Marie Antoinette,Biography|Drama|History|Romance,2006,6.4,0
Nicolas Cage,Kiss of Death,Action|Crime|Thriller,1995,5.9,555
Sylvester Stallone,Get Carter,Action|Crime|Drama|Thriller,2000,5.1,604
Naomi Watts,The Impossible,Drama|Thriller,2012,7.6,54000
Carol Kane,Ishtar,Action|Adventure|Comedy|Music|Thriller,1987,4.2,754
Bill Murray,Fantastic Mr. Fox,Adventure|Animation|Comedy|Crime|Family,2009,7.8,15000
Angelina Jolie Pitt,Life or Something Like It,Comedy|Romance,2002,5.8,835
Richard Epcar,Memoirs of an Invisible Man,Comedy|Romance|Sci-Fi|Thriller,1992,5.9,630
Mathieu Kassovitz,Amélie,Comedy|Romance,2001,8.4,39000
Mary-Kate Olsen,New York Minute,Comedy|Crime|Family|Romance,2004,4.8,849
Omar Epps,Alfie,Comedy|Drama|Romance,2004,6.2,0
Ted Danson,Big Miracle,Biography|Drama|Romance,2012,6.5,0
Alexa PenaVega,The Deep End of the Ocean,Drama,1999,6.3,579
Natascha McElhone,Feardotcom,Crime|Horror|Thriller,2002,3.3,612
Josh Hutcherson,Cirque du Freak: The Vampire's Assistant,Action|Adventure|Fantasy|Thriller,2009,5.9,0
Daniel Radcliffe,Victor Frankenstein,Drama|Horror|Sci-Fi|Thriller,2015,6,11000
Justin Theroux,Duplex,Comedy,2003,5.8,0
Bernie Mac,Soul Men,Comedy|Drama|Music,2008,6.5,866
M. Emmet Walsh,Raise the Titanic,Action|Adventure|Drama|Thriller,1980,4.7,328
Michael Jai White,Universal Soldier: The Return,Action|Sci-Fi,1999,4.1,401
Norman Reedus,Pandorum,Action|Horror|Mystery|Sci-Fi|Thriller,2009,6.8,10000
Gary Dourdan,Impostor,Drama|Mystery|Sci-Fi|Thriller,2001,6.2,892
Rufus Sewell,Extreme Ops,Action|Adventure|Thriller,2002,4.5,158
Bridgette Wilson-Sampras,Just Visiting,Comedy|Fantasy|Sci-Fi,2001,5.8,565
Chris Evans,Sunshine,Adventure|Sci-Fi|Thriller,2007,7.3,15000
John Gatins,A Thousand Words,Comedy|Drama,2012,5.9,0
Eric Idle,Delgo,Adventure|Animation|Comedy|Fantasy|Romance,2008,4.4,211
Ray Winstone,The Gunman,Action|Crime|Drama|Mystery|Thriller,2015,5.8,0
Alex Pettyfer,Alex Rider: Operation Stormbreaker,Action|Adventure|Family|Thriller,2006,5.1,823
Sarah Roemer,Disturbia,Drama|Mystery|Thriller,2007,6.9,0
Angelina Jolie Pitt,Hackers,Comedy|Crime|Drama|Thriller,1995,6.2,12000
James Brolin,The Hunting Party,Adventure|Comedy|Drama|Romance|Thriller|War,2007,6.9,0
Jennifer Jason Leigh,The Hudsucker Proxy,Comedy|Fantasy,1994,7.3,0
Jet Li,The Warlords,Action|Drama|History|Romance|War,2007,7.1,0
Jay Hernandez,Nomad: The Warrior,Drama|History|War,2005,6,265
Chris Evans,Snowpiercer,Action|Drama|Sci-Fi|Thriller,2013,7,58000
Adam Goldberg,A Monster in Paris,Adventure|Animation|Comedy|Fantasy|Music|Romance,2011,6.8,0
Matthew Broderick,The Last Shot,Comedy,2004,5.7,89
Michael Wincott,The Crow,Action|Drama|Fantasy,1994,7.6,15000
Tamannaah Bhatia,Baahubali: The Beginning,Action|Adventure|Drama|Fantasy|War,2015,8.4,21000
Arliss Howard,The Time Traveler's Wife,Drama|Fantasy|Romance|Sci-Fi,2009,7.1,13000
Colin Ferguson,Because I Said So,Comedy|Romance,2007,5.6,0
Paul Walker,The Fast and the Furious,Action|Crime|Thriller,2001,6.7,14000
Martin Landau,Frankenweenie,Animation|Comedy|Family|Horror|Sci-Fi,2012,7,25000
Adam Baldwin,Serenity,Action|Adventure|Sci-Fi|Thriller,2005,8,14000
Omar Epps,Against the Ropes,Biography|Drama|Romance|Sport,2004,5.3,177
Margot Kidder,Superman III,Action|Comedy|Sci-Fi,1983,4.9,0
Robert De Niro,Grudge Match,Comedy|Sport,2013,6.4,12000
Takeshi Kaneshiro,Red Cliff,Action|Adventure|Drama|History|War,2008,7.4,0
Ethan Embry,Sweet Home Alabama,Comedy|Romance,2002,6.1,0
Gerard Butler,The Ugly Truth,Comedy|Romance,2009,6.5,9000
Austin Pendleton,Sgt. Bilko,Comedy,1996,5.7,478
Steve Buscemi,Spy Kids 2: Island of Lost Dreams,Action|Adventure|Comedy|Family|Sci-Fi,2002,5.1,478
LeVar Burton,Star Trek: Generations,Action|Adventure|Mystery|Sci-Fi|Thriller,1994,6.6,0
Tony Chiu Wai Leung,The Grandmaster,Action|Biography|Drama,2013,6.5,13000
Robert Pattinson,Water for Elephants,Drama|Romance,2011,6.9,33000
Joseph Gordon-Levitt,3rd Rock from the Sun            ,Comedy|Family|Sci-Fi,,7.8,0
Blythe Auffarth,Dragon Nest: Warriors' Dawn,Adventure|Animation|Family|Fantasy,2014,6.4,0
Denzel Washington,The Hurricane,Biography|Drama|Sport,1999,7.6,0
Bill Cobbs,Enough,Crime|Drama|Thriller,2002,5.6,0
Sarah Silverman,Heartbreakers,Comedy|Crime|Romance,2001,6.2,989
D.B. Woodside,Paul Blart: Mall Cop 2,Action|Comedy|Crime,2015,4.4,8000
Sonia Braga,Angel Eyes,Drama|Romance,2001,5.6,689
Jim Belushi,Joe Somebody,Comedy|Drama,2001,5.5,168
Johnny Depp,The Ninth Gate,Mystery|Thriller,1999,6.7,0
J.K. Simmons,Extreme Measures,Crime|Drama|Mystery|Thriller,1996,6.1,352
Beth Grant,Rock Star,Drama|Music,2001,6.2,0
Mo'Nique,Precious,Drama,2009,7.3,12000
Jeff Bridges,White Squall,Adventure|Drama,1996,6.6,911
Wilford Brimley,The Thing,Horror|Mystery|Sci-Fi,1982,8.2,23000
Vin Diesel,Riddick,Action|Sci-Fi|Thriller,2013,6.4,39000
Gregory Scott Cummins,Switchback,Crime|Mystery|Thriller,1997,6.4,389
Tom Skerritt,Texas Rangers,Action|Adventure|Drama|Thriller|Western,2001,5.2,474
Bill Murray,City of Ember,Adventure|Family|Fantasy|Sci-Fi,2008,6.5,0
Mike Howard,The Master,Drama,2012,7.1,27000
Hayden Christensen,Virgin Territory,Adventure|Comedy|History|Romance,2007,4.8,366
Dennis Quaid,The Express,Biography|Drama|Sport,2008,7.3,0
Chloë Grace Moretz,The 5th Wave,Action|Adventure|Sci-Fi|Thriller,2016,5.2,14000
Sylvester Stallone,Creed,Drama|Sport,2015,7.7,70000
Jeremy Renner,The Town,Crime|Drama|Thriller,2010,7.6,29000
Anna Kendrick,What to Expect When You're Expecting,Comedy|Drama|Romance,2012,5.7,14000
J.K. Simmons,Burn After Reading,Comedy|Drama,2008,7,0
Gerard Butler,Nim's Island,Adventure|Comedy|Family|Fantasy,2008,6,0
Chris Hemsworth,Rush,Action|Biography|Drama|Sport,2013,8.1,83000
Patton Oswalt,Magnolia,Drama,1999,8,13000
Bruce Willis,Cop Out,Action|Comedy|Crime,2010,5.6,0
Alison Brie,How to Be Single,Comedy|Romance,2016,6.1,15000
Morgan Freeman,Dolphin Tale,Drama|Family,2011,6.9,0
Kristen Stewart,Twilight,Drama|Fantasy|Romance,2008,5.2,19000
Denzel Washington,John Q,Crime|Drama|Thriller,2002,7,0
Peter Greene,Blue Streak,Action|Comedy|Crime|Thriller,1999,6.3,0
Laura-Leigh,We're the Millers,Comedy|Crime,2013,7,35000
Yuliya Snigir,Obitaemyy ostrov,Action|Adventure|Sci-Fi,2009,5.3,240
Kathleen Quinlan,Breakdown,Action|Crime|Drama|Mystery|Thriller,1997,6.9,0
Bernie Casey,Never Say Never Again,Action|Adventure|Thriller,1983,6.2,0
Charlie McDermott,Hot Tub Time Machine,Comedy|Sci-Fi,2010,6.4,12000
Morgan Freeman,Dolphin Tale 2,Drama|Family,2014,6.4,0
Charlize Theron,Reindeer Games,Action|Adventure|Crime|Drama|Family|Fantasy|Romance|Thriller,2000,5.7,852
Vin Diesel,A Man Apart,Action|Crime|Drama|Thriller,2003,6.1,0
Emma Stone,Aloha,Comedy|Drama|Romance,2015,5.4,11000
Alexa PenaVega,Ghosts of Mississippi,Drama|History,1996,6.7,591
Rick Yune,Snow Falling on Cedars,Drama|Mystery|Romance|Thriller,1999,6.8,846
Anthony Hopkins,The Rite,Drama|Horror|Mystery|Thriller,2011,6,23000
Blair Underwood,Gattaca,Drama|Sci-Fi|Thriller,1997,7.8,17000
Stockard Channing,Isn't She Great,Biography|Comedy|Romance,2000,5.3,133
Cheryl Hines,Space Chimps,Adventure|Animation|Comedy|Family|Sci-Fi,2008,4.5,279
Bernie Mac,Head of State,Comedy,2003,5.4,638
Bradley Cooper,The Hangover,Comedy,2009,7.8,24000
Mike Tyson,Ip Man 3,Action|Biography|Drama|History,2015,7.2,12000
Muse Watson,Austin Powers: The Spy Who Shagged Me,Action|Adventure|Comedy|Crime,1999,6.6,0
Michael Gough,Batman,Action|Adventure,1989,7.6,12000
Jordi Moll,There Be Dragons,Biography|Drama|War,2011,5.9,2000
Rene Russo,Lethal Weapon 3,Action|Crime|Thriller,1992,6.7,0
Catherine Dyer,The Blind Side,Biography|Drama|Sport,2009,7.7,38000
Jon Foo,Rush Hour            ,Action|Comedy|Crime,,5.8,0
Alexa PenaVega,Spy Kids,Action|Adventure|Comedy|Family|Sci-Fi,2001,5.4,0
Kevin Spacey,Horrible Bosses,Comedy|Crime,2011,6.9,31000
Matt Damon,True Grit,Adventure|Drama|Western,2010,7.7,36000
Meryl Streep,The Devil Wears Prada,Comedy|Drama|Romance,2006,6.8,0
Leonard Nimoy,Star Trek: The Motion Picture,Adventure|Mystery|Sci-Fi,1979,6.4,0
Jon Favreau,Identity Thief,Comedy|Crime,2013,5.7,17000
Robert De Niro,Cape Fear,Crime|Thriller,1991,7.3,0
Kevin Spacey,21,Crime|Drama|Thriller,2008,6.8,0
Amy Schumer,Trainwreck,Comedy|Romance,2015,6.3,25000
Bernie Mac,Guess Who,Comedy|Romance,2005,5.9,919
Colin Firth,The English Patient,Drama|Romance|War,1996,7.4,0
Kevin Spacey,L.A. Confidential,Crime|Drama|Mystery|Thriller,1997,8.3,11000
